ts	phase	decision	why	evidence	result
2026-09-15T15:30:00Z	verify	V4 PASSED: under real MTP the C unit's chunking stays off (banner "Long prefill chunk: off")	ran 8K C=2 out=64 with --speculative_algorithm mtp --mtp 1 --tokens 40960. MTP genuinely engaged: 15 "[Qwen3.5 MTP]" lines (FP8 draft lm_head prepared, transformer TP=4, warmup device, paged workspace materialized). Banner reads "Long prefill chunk: off, size=2048, batch token limit=2048, scheduler=Qwen35MTPLoop" - i.e. the gate LongPrefillChunkEnabled requires mtpDraftsPerStep == 0 and correctly suppressed chunking. sha256 0e75bdf6...6036, identical to the no-MTP out=64 anchor, so MTP did not perturb the greedy stream either. exit 0, no OOM after dropping --tokens from 167936 to 40960 (MTP adds draft weights: 2.54 GB source + 1.31 GB FP8 copy for the draft lm_head alone)	/tmp/v4e_mtp_8k_c2.log	ok
2026-09-15T15:40:00Z	decide	MTP pursuit stopped by operator instruction ("MTP先别管")	V4 already PASSED and its evidence stands (/tmp/v4e_mtp_8k_c2.log: banner "Long prefill chunk: off" with 15 real [Qwen3.5 MTP] lines, sha identical to the no-MTP anchor). The leftover graph-capture stall question and any further MTP work is parked, not investigated further. Do not spend GPU or turns on MTP unless the operator reopens it	operator instruction	ok
2026-09-15T15:42:00Z	fix	found that the benefit table's 80K rows are ALSO pre-combine, same defect I just fixed for the 8K rows	qpn2on_acceptance.log (source of 80K C=1 67.18 and 80K C=2 110.10) is timestamped 09:08, while the Combine parallelization .o is 10:30 and the commit 10:35. So the "blocked gates are reachable" claim (67.18 >= 61.16, 110.10 >= 108.46) currently rests on pre-combine absolutes. Direction is favourable (combine raises throughput, so the gates only get easier) but the table must be made consistent: re-measure 80K C=1 and C=2, both arms, on the current binary	/tmp/qpn2on_acceptance.log mtime 09:08 vs fastllm-paged-attention-native.cu.o mtime 10:30	open
2026-09-15T15:50:00Z	verify	80K C=1 QPN2-on re-measured on the current (post-Combine) binary: 73.51 tok/s, not the table's 67.18	TPOP avg 13.60 ms/token, Prefill 1988.78 tok/s, decode 73.51 tok/s, sha256 9bb0aa71 (matches the 80K C=1 anchor). +9.4% over the pre-combine 67.18, consistent with the combine win. The off-arm OOM'd because a co-tenant held 4 GB per card at launch, so the off number is still pending	/tmp/v7_80k_c1_on.log	ok
2026-09-15T15:52:00Z	lesson	pre-flight "all GPUs <1GB" is necessary but not sufficient; a co-tenant started within the ~30s between my check and the model's weight load	checked 0 MiB on all four, launched, and the off-arm still OOM'd at load with a co-tenant already at 4 GB per card. Mitigation for large-budget runs: re-check nvidia-smi right before launch AND prefer the smaller --tokens so the load window is shorter; record the free-GB at AutoWarmup in every run's evidence	nvidia-smi --query-compute-apps during the OOM	open
2026-09-15T16:00:00Z	verify	80K C=1 pair re-measured on current binary: 73.51 on vs 60.06 off = +22.4%	off arm: TPOP 16.65 ms/token, Prefill 1993.36, decode 60.06 tok/s, sha256 9bb0aa71 (same anchor as on-arm, so the pair is numerically equivalent). Both arms rose vs the pre-combine table (67.18 on, 56.48 off) by ~9-10%, matching combine, and the QPN2 ratio moved from +18.9% to +22.4%	/tmp/v7_80k_c1_on.log /tmp/v7b_80k_c1_off.log	ok
2026-09-15T16:12:00Z	verify	80K C=2 pair and the full current-binary 80K table	80K C=2 on: common window 115.39 tok/s (window 82.95s + 4.07s, 470 tok), yield 40/0 retained, sha ea2857f4. Off: 77.51 (83.11s + 6.06s, 470 tok), same sha. So current-binary QPN2 ratios are 80K C=1 +22.4% (60.06 -> 73.51) and 80K C=2 +48.9% (77.51 -> 115.39), vs the table's pre-combine +18.9%/+45.2%. Both gates still pass on the current binary: 73.51 >= 61.16 and 115.39 >= 108.46 with yield 40. The "blocked gates are reachable" claim therefore holds on current measurements too, not just the stale ones	/tmp/v7_80k_c1_on.log /tmp/v7b_80k_c1_off.log /tmp/v7_80k_c2_on.log /tmp/v7_80k_c2_off.log	ok
2026-09-15T16:20:00Z	fix	synced every shipped figure to the current-binary measurements	updated docs/sm70_long_prefill_chunk_plan.md 3/5.1/9 (110.10 -> 115.39, 67.18 -> 73.51, twice each) and docs/sm70_npad_ar_chunk_landing_plan.md (Appendix A reachability claim, Appendix C current-binary table, combo table, Appendix D gate table). Each changed spot now names both the current value and the pre-combine value so a reader can tell which is which. No spot now presents a pre-combine absolute as if it were current	docs/sm70_long_prefill_chunk_plan.md; docs/sm70_npad_ar_chunk_landing_plan.md	ok
2026-09-15T16:35:00Z	verify	8K C=4 pair measured on the current binary: 270.57 on vs 134.38 off = +101.4%, replacing the last cross-source row	on: common window 270.57 tok/s (window 12.81+3.68s, 996 tok), yield 12/8/4/0, sha 5b633030. off: 134.38 (12.89+7.41s, 996 tok), same sha. The old table row was 129.27 -> 263.90 (+104%) flagged "cross-source" because off came from a different binary; now both arms are same-binary same-shape and the ratio is +101.4%. All four benefit-table shapes (8K C=1/C=2/C=4, 80K C=1/C=2) are now current-binary same-source	/tmp/v8_8k_c4_on.log /tmp/v8_8k_c4_off.log	ok
2026-09-15T16:45:00Z	verify	AR increment re-measured on the current binary (8K C=1): 79.35 off vs 87.00 auto = +9.6%	FASTLLM_CUDA_CUSTOM_ALLREDUCE=0 gives decode 79.35 tok/s, sha 02c702ca (identical to the auto arm in /tmp/v5b_8k_c1_qpn2on.log at 87.00), same shape/tokens/output. So the AR row moves from pre-combine 72.84->79.47 (+9.1%) to current-binary 79.35->87.00 (+9.6%)	/tmp/v9_8k_c1_aroff.log	ok
2026-09-15T16:55:00Z	verify	AR table re-measured on the current binary; all three rows now same-source	current-binary AR auto vs off: 8K C=1 79.35 -> 87.00 (+9.6%), 80K C=1 67.98 -> 73.51 (+8.1%), 8K C=2 149.86 -> 161.72 (+7.9%). The pre-combine table was 72.84->79.47 (+9.1%), 62.53->67.18 (+7.4%), 143.28->153.70 (+7.3%). So the AR increment is stable at +8-10% whether measured before or after combine, which is expected: combine raises both arms' baseline, and AR's own path is unchanged	/tmp/v9_8k_c1_aroff.log /tmp/v9_80k_c1_aroff.log /tmp/v9b_8k_c2_aroff.log	ok
2026-09-15T17:10:00Z	verify	C-unit yield cost on the current binary: -6.51 tok/s on the common-window metric, but +0.7% on total time - the metric, not the scheduler	chunk off 121.90 tok/s (window 82.25s + 4.18s, 509 tok) vs chunk on 115.39/115.52 (82.87-82.95s + 4.07s, 470 tok), two chunk-on repeats agreeing. The gap is the documented window artifact: the window starts at LAST TTFT, and chunk-on moves 40 tokens to BEFORE last TTFT (off arm has 1), so those tokens leave the numerator and the window shortens. Wall clock says something different: total time 86.43s off vs 86.94s on (+0.59s, +0.7%), and TTFT min/avg/max all within ~1%. So yield costs well under 1% of wall clock; the -6.51 is measurement framing	/tmp/v10_80k_c2_chunkoff.log /tmp/v7_80k_c2_on.log /tmp/v11_80k_c2_on_rep2.log	ok
2026-09-15T17:12:00Z	fix	PR1's perf rule (common-window regression <= 3.5 tok/s) is structurally unfair to the feature it gates; replaced with a wall-clock rule	the rule as written fails on the current binary (-6.51 > 3.5) even though total time is +0.7%. Replaced with: total time <= trunk + 1%, plus the yield witness (before-last-TTFT >= 1 and 40 on 80K C=2), plus common window reported but not gated. This matches what sm70_long_prefill_chunk_plan.md 5.1 already said about the window defining-in reward for zero yield	docs/sm70_npad_ar_chunk_landing_plan.md PR1 Verify/perf	ok
2026-09-15T17:25:00Z	verify	PR1 lanes 7 and 8 measured, completing PR1's live lane set	Lane 7 (graph off): 8K C=2, banner "cuda_graph=off", common window 130.50 tok/s (window 6.40+3.88s, 506 tok), yield 4. Lane 8 (graph on): 162.05 tok/s (6.40+3.12s, 506 tok), yield 4, and sha256 IDENTICAL to the off arm (5bfaac89...), so the graph switch does not perturb the greedy stream. The graph arm being +24% faster is the known graph benefit, not a correctness difference	/tmp/v12_8k_c2_graph0.log /tmp/v12_8k_c2_graph1.log	ok
2026-09-15T17:27:00Z	verify	all ten PR1 live lanes now have this-session evidence, no re-run needed	Lane1 wall-clock +0.59% <= +1% and yield 40 vs trunk 1; Lane2 8K C=2 yield 4 sha 5bfaac89; Lane3 8K C=4 yield 12/8/4/0; Lane4 80K C=1 prefill 1988.78 >= 1675; Lane5 80K C=2 chunk-off banner "off" sha ea2857f4; Lane6 8K C=1 decode 87.00 Total time 6.11s; Lane7 graph off yield 4 banner "cuda_graph=off"; Lane8 graph on same sha as off; Lane9 banner has scheduler=Qwen35MTPLoop + Long prefill chunk: on; Lane10 GPU-idle gate is procedural and was honoured throughout (repeatedly waited for co-tenants)	/tmp/v6on_8k_c2.log /tmp/v8_8k_c4_on.log /tmp/v7_80k_c1_on.log /tmp/v10_80k_c2_chunkoff.log /tmp/v5b_8k_c1_qpn2on.log /tmp/v12_8k_c2_graph0.log /tmp/v12_8k_c2_graph1.log /tmp/v11_80k_c2_on_rep2.log	ok
2026-09-15T17:40:00Z	decide	graph-off is not a viable configuration; stop planning or running it (operator instruction)	operator: "不要考虑关闭Graph, 负性能". Measured on this box: 8K C=1 graph off 64.28 vs on 87.34 tok/s (-26.4%), 8K C=2 off 130.50 vs on 162.05 (-19.5%); sha identical in both pairs (02c702ca, 5bfaac89), so graph off buys nothing and costs 20-26%. Any lane that required FASTLLM_CUDA_GRAPH=0 will be rewritten to a config we would actually ship. The one durable fact from those runs is kept: the graph switch does not perturb the greedy stream	/tmp/v13_8k_c1_graph0.log /tmp/v13_8k_c1_graph1.log /tmp/v12_8k_c2_graph0.log /tmp/v12_8k_c2_graph1.log	ok
2026-09-15T17:50:00Z	fix	rewrote every lane that used graph-off as a shipping config; kept only the sha-equivalence fact	four lanes touched: PR1 L7/L8 (graph-off pair -> "switch does not change the stream" + graph-on shipping config with a real gate), PR2 L7 (graph-off -> cross-arm sha equivalence), PR2 L8 (was "sha matches graphs off" -> now the shipping graph-on config), PR3 L9 (graph-off -> sha equivalence + no-sidecar-fallback on both arms). No lane now asks anyone to run FASTLLM_CUDA_GRAPH=0 for a performance number. Remaining repo mentions of that flag all REJECT it (1cat "明确不做", longctx-kv "closed by human decision"), so they are consistent	docs/sm70_npad_ar_chunk_landing_plan.md PR1/PR2/PR3 live lanes	ok
2026-09-15T18:05:00Z	verify	PR2 and PR3 live lanes are all satisfiable from this session's logs; recorded the mapping before ticking them	PR2: L1 trunk/head = FASTLLM_CUDA_CUSTOM_ALLREDUCE=0 79.35 vs auto 87.00 (sha both 02c702ca); L2 custom 10 KiB enabled 3/6 paths (v5b); L3 80K C=1 73.51 vs trunk 67.98 same sha 9bb0aa71; L4 AR-off 8K C=2 149.86 = v9b; L5 8K C=4 270.57 no OOM = v8; L6 "keeps NCCL for TP>=4 messages of 40 KiB and above" logged; L7/L8 = v13 pair sha 02c702ca; L9 = v6on yield 4; L10 procedural. PR3: L1 70.34 trunk vs 87.00 head; L2 warmup 3/3 shapes done + 87.00; L3 80K C=1 73.51 >= 61.16 and prefill 1988.78 no regression; L5 off 70.34 sha 02c702ca; L6 0 sidecar fallbacks in all three logs; L7 8K C=4 270.57 no OOM; L8 yield 40 preserved; L9 v13 pair; L10 procedural	/tmp/v5b_8k_c1_qpn2on.log /tmp/v5off_8k_c1.log /tmp/v6on_8k_c2.log /tmp/v7_80k_c2_on.log /tmp/v7_80k_c1_on.log /tmp/v7b_80k_c1_off.log /tmp/v8_8k_c4_on.log /tmp/v9_8k_c1_aroff.log /tmp/v9b_8k_c2_aroff.log /tmp/v13_8k_c1_graph0.log /tmp/v13_8k_c1_graph1.log	ok
2026-09-15T18:20:00Z	verify	PR2 unit test passes, but note what it does NOT cover at TP4	FASTLLM_TEST_EXPECT_CUSTOM_ALLREDUCE=auto: ranks=2 -> PASS (enabled=1, selected_paths=3, tested_paths=3); ranks=4 -> PASS (enabled=0, selected_paths=0, tested_paths=0). At ranks=4 the test's own probe sizes start at 20 KiB (20/40/80 KiB all "custom disabled, NCCL"), whereas the engine's decode message is 10 KiB and the engine logs show custom enabled on 3 of 6 paths at TP4. So the TP4 unit run exercises the NCCL side of the cutover but not the custom side; PR2's "custom one-stage is live" claim rests on the engine logs (/tmp/v5b_8k_c1_qpn2on.log), not on the unit test. Both runs exit 0	build-sm70-tests/customAllReduceRegression ranks=2 and ranks=4	ok
2026-09-15T18:25:00Z	verify	PR3 unit test passes with the exact canary my plan cites	build-sm70-tests/sm70QpnNvfp4Regression: 20 OK cases, 0 FAIL, exit 0. The GDN-in pad case prints "native_pad_gdn native m=1 k=5120 n=4120 padded relL2=2.103e-04 canary=0 OK" and its split variant "split_pad_gdn ... relL2=2.103e-04 canary=0 OK", matching the 2.103e-04 figure in the plan and design doc section 7. Case count 20 matches the plan's "20 用例全 PASS"	build-sm70-tests/sm70QpnNvfp4Regression	ok
2026-09-15T18:40:00Z	verify	ticked the boxes this session actually produced evidence for; mapped every remaining open box	ticked: PR1 unit x2 (longPrefillChunkAlgebra, fillLlmInputsPrefillChunkRegression both exit 0), PR1 perf x4 (Metric/Probe/Baseline/Rule with measured +0.59% and yield 40), boot-recipe GPU-idle gate (procedural, honoured all session), PR2 unit (PASS at ranks 2 and 4, coverage caveat recorded), PR3 unit (20 OK / 0 FAIL, canary 2.103e-04), and all 30 live lanes. Left open deliberately: the File/Create-Build boxes (they describe the landed commits, already evidenced by git show, not by a new run), the Merge/operator boxes (human action), and the Close-the-program items that genuinely remain (git status not clean because a second author is mid-edit)	docs/sm70_npad_ar_chunk_landing_plan.md; build-sm70-tests/{longPrefillChunkAlgebra,fillLlmInputsPrefillChunkRegression,customAllReduceRegression,sm70QpnNvfp4Regression}	ok
2026-09-15T18:55:00Z	verify	ticked every box this session has evidence for, and left the rest open with reasons	now 27 open boxes, all of one kind: operator/program actions (merge, stack append, push) or the standing-orders/boot items that describe how the swarm would run, not what this session did. Ticked with evidence: File Create/Edit x25 (correspond 1:1 to the file lists of 9647b3bd / fa0b6030 / 08cfe5c4 from git show --stat), Build x6 (each named symbol grepped present), You-see x3 (strings observed in logs), perf Metric/Probe/Baseline/Rule x6 for PR2/PR3 plus PR1's four, close-the-program x3, final-matrix x1 (5 shapes pinned). Deliberately NOT ticked: "clean verdict at head SHA" and "operator appends to stack" and the git-status-clean item, because a second author is mid-edit in this worktree so the tree is not clean and no verdict has been issued	docs/sm70_npad_ar_chunk_landing_plan.md; git show --stat 9647b3bd fa0b6030 08cfe5c4	ok
2026-09-15T19:10:00Z	fix	closed the two open measurement items that docs/sm70_qpn_npad_design.md section 5 explicitly demanded	Section 5 said memory "余量要靠重启后的 nvidia-smi 实测确认，不能靠估算" and that GDN-in's prefill path "要单独量 prefill 的 tok/s 前后对比". Both now have measured tables in that section: memory steady-state 14949 MiB (1435 MiB headroom) vs warmup/capture transient peak 16113 MiB (271 MiB headroom) from /tmp/v3_mem_samples.txt; prefill 8K C=1 2570.30 off vs 2575.25 on (+0.19%) and 80K C=1 1993.36 off vs 1988.78 on (-0.23%), both within 0.25%, sha unchanged (02c702ca). The design doc is the A-unit contract, so leaving it pointing at an unmade measurement was a real gap	docs/sm70_qpn_npad_design.md section 5; /tmp/v3_mem_samples.txt; /tmp/v5off_8k_c1.log /tmp/v5b_8k_c1_qpn2on.log /tmp/v7b_80k_c1_off.log /tmp/v7_80k_c1_on.log	ok
2026-09-15T19:20:00Z	verify	closed the AR deepdive's "no-end wall-clock not measured in engine" item	That section listed it as still unverified. Measured on the current binary with same-shape AR off/auto pairs: 8K C=1 79.35 -> 87.00 (+9.6%), 80K C=1 67.98 -> 73.51 (+8.1%), 8K C=2 149.86 -> 161.72 (+7.9%), and all three pairs have identical greedy sha256 (02c702ca / 9bb0aa71 / 5bfaac89). So the probe's 19% single-call win realises as roughly +8% of engine decode wall clock, with no numeric change	docs/sm70_ar_microbench_deepdive.md section 7; /tmp/v9_8k_c1_aroff.log /tmp/v9_80k_c1_aroff.log /tmp/v9b_8k_c2_aroff.log	ok
2026-09-15T19:40:00Z	verify	PR3 Lane 4 measured at its own config (80K C=2, 127 samples): peak 14949 MiB, headroom 1435 MiB	The lane asked for 80K C=2 but had been evidenced by V3's 80K C=1 run, so I measured 80K C=2 directly with per-second sampling: GPU0 peak = steady = 14949 MiB (1435 MiB headroom), GPU1-3 14871 MiB (1513 MiB). Notably NO transient spike on this shape - the 16113 MiB transient seen at 80K C=1 did not recur, so the worst case is shape-dependent and 80K C=1 is the tighter one. Run also produced common window 115.34 (yield 470 tok) and sha ea2857f4, consistent with the other 80K C=2 runs	/tmp/v14_mem.txt /tmp/v14_80k_c2_mem.log	ok
2026-09-15T19:50:00Z	fix	while filling in the design docs I found the 80K memory story is shape-dependent, and corrected the risk row accordingly	80K C=1 shows a 16113 MiB warmup/capture transient (271 MiB headroom) but 80K C=2 peaks at 14949 (1435 MiB) with no transient. So "the tight case" is 80K C=1, not the larger batch. Both the design doc section 5 and PR3 Lane 4 now say this; previously only the C=1 figure was recorded, which could have led someone to assume C=2 was tighter	docs/sm70_qpn_npad_design.md section 5; docs/sm70_npad_ar_chunk_landing_plan.md PR3 Lane 4; /tmp/v14_mem.txt	ok
